pathway	pval	padj	log2err	ES	NES	size	leadingEdge
REACTOME_GENE_SILENCING_BY_RNA	0.21	0.365422381236335	0.120433371642259	0.20895521088928	1.25748680693684	27	Tsn Tnrc6a Sec13 Tarbp2 Tpr Pom121 Prkra Tnrc6b Nup35 Nup214 Tnrc6c Nup62 Nup133 Ipo8 Nup88 Ago3 Rae1 Ran Ago2 Nup93 Nup205 Nup98 Nup153 Seh1l Nup54 Nup50
REACTOME_GLI3_IS_PROCESSED_TO_GLI3R_BY_THE_PROTEASOME	0.0025483576715015	0.0174189570106901	0.431707695803346	0.269438073680296	2.07651078520681	49	Psmb5 Rbx1 Psmc5 Psma6 Psmb6 Psmc1 Psmd7 Psmb3 Psmd10 Gm11808 Psmd4 Psmc3 Uba52 Psmc4 Psmd6 Psma1 Psma7 Psmd2 Psmb10 Psmd13 Psmc2 Psmd12 Psme3 Psmb2 Psmb4 Psmd11 Psmd3 Psmd1 Psmf1 Psma2 Psmd9 Psmd5
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	0.0189090483532016	0.0741155356781083	0.352487857583619	0.216625748488789	1.79982917407933	56	Sumo3 Rbx1 Ino80b Sumo2 Cops5 Rfc2 Gm11808 Cops6 Ddb1 Pole4 Uba52 Ruvbl1 Ercc1 Gps1 Gtf2h5 Rad23a Cops3 Parp1 Cetn2 Cops4 Actl6a Cops7a Rfc4 Ino80e Mnat1 Rfc3 Gtf2h1 Sumo1 Mcrs1 Rpa1 Pole3 Tfpt Ube2v2 Cops8 Nfrkb Rfc1 Pold3 Cul4a Ccnh Ubb Pold4 Xpa Parp2 Rad23b Cops2
REACTOME_GLUCOSE_METABOLISM	0.90311986863711	0.926255601776944	0.0413209506074822	0.0932956384192419	0.640090727163946	37	Aldoa Tpi1 Sec13 Gnpda1 Pkm Pfkfb3 Tpr Mdh1 Pfkl Pom121 Nup35 Nup214 Eno1b G6pc3 Aldoc Nup62 Nup133 Pgam1 Hk2 Nup88
REACTOME_GLUTATHIONE_CONJUGATION	7.68181778015657e-06	0.00034445270926222	0.593325476396405	0.60771725931104	2.88462327292978	16	Gstm1 Gclm Esd Gsta1 Gstp1 Gsta2 Gstm2 Gm3776 Gstm5 Hpgds Gstt2 Gsto1 Akr1a1 Gclc Ggct
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS	0.550488599348534	0.672952802475144	0.0639271933359996	0.138435775002334	0.928455847647871	34	Lpcat2 Agpat3 Cdipt Slc44a1 Mgll Pla2g2e Slc44a2 Mboat2 Dgat1 Agpat2 Mboat7 Pla2g12a Lpcat3 Pla2g15 Pnpla2 Pitpnb Pcyt2
REACTOME_GLYCOLYSIS	0.895595432300163	0.920222254453238	0.0414044273760278	0.0984642833824165	0.652415260383612	33	Aldoa Tpi1 Sec13 Gnpda1 Pkm Pfkfb3 Tpr Pfkl Pom121 Nup35 Nup214 Eno1b Aldoc Nup62 Nup133 Pgam1 Hk2 Nup88
REACTOME_GLYCOSAMINOGLYCAN_METABOLISM	0.485530546623794	0.616631613007604	0.0694481442003175	0.132438911789537	0.973512523248658	42	Hexa Naglu Gusb Sdc1 Chsy3 Xylt2 Slc35b2 Hgsnat Ust Abcc5 Gns
REACTOME_GLYCOSPHINGOLIPID_METABOLISM	0.183533447684391	0.334538203014963	0.132147260608774	0.248267956641906	1.27427798551003	19	Hexa Ctsa Neu1 Gba Smpd1 Asah1 Glb1 Gla Galc Sumf1
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS	0.511513157894737	0.639248885172798	0.0679922591544058	0.134178736546887	0.953775770997227	40	Vamp8 Igf2r Cpd Hspa8 Ap1s2 Ap1s1 Tfrc Tpd52l1 Rab5c Ap1m1 Clta
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	0.0255861939918597	0.089912612742554	0.352487857583619	0.175926629865186	1.72811722252468	81	Tubb4b Tuba4a Dynll2 Tuba1a Agpat3 Dynll1 Dync1i2 Use1 Dctn2 Dctn1 Copz1 Capzb Dctn3 Kifap3 Kdelr1 Rab1b Copb2 Kif21a Bicd2 Napg Tubb3 Tuba1b Cope Dctn5 Dctn4 Arf1 Galnt2 Surf4 Copz2 Klc4 Copg1 Kif16b Kif3a Dync1h1 Actr10 Rab18 Kif3b Galnt1 Tmed9 Dctn6 Klc1 Actr1a Kif5b Arfgap2 Pafah1b2 Kif13b Tuba1c Arf3 Kif21b Copg2 Napa Rab3gap1 Copb1 Kif2a Tmed2 Gbf1 Tmed10 Dync1li1 Dync1li2 Arcn1 Pafah1b3 Copa
REACTOME_GPCR_LIGAND_BINDING	0.0477707006369427	0.135916130492418	0.261663521711573	0.192846805927003	1.57619554674438	54	Gngt2 Adgre1 Ccl5 C3 Cxcl16 Fpr1 Fpr2 Ccrl2 Gng12 Adora2a Gpr65 Gng5 Ccl3
REACTOME_GPER1_SIGNALING	0.397868561278863	0.551311071932764	0.0850427463764322	0.219720430365102	1.04293675596422	16	Gngt2 Gng12 Gng5 Gnb1 Prkar1a Gng11 Prkar2b Shc1 Gnb2 Prkacb Gng2 Gng10 Itgb1
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	0.255474452554745	0.415481111903065	0.133554954557592	-0.194948054818455	-1.18718472131055	25	Vav3 Rhob Pik3cb Fyn Syk Pik3r6 Pik3r1 Pik3r5 Cdc42 Lcp2 Lyn Col1a2 Rhoa Rac1
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	0.4185667752443	0.565368450546372	0.0776798560117236	0.153227906670623	1.02766315982111	34	Gngt2 Gng12 Prex1 Vav1 Abr Gng5 Arhgef10l Arhgef12 Gnb1
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	0.0949367088607595	0.216309046001852	0.181383128498408	0.159103119224003	1.39031381741881	63	Gngt2 Ccl5 C3 Cxcl16 Fpr1 Fpr2 Gng12 Calm3 Gnai2 Rgs3 Gpsm3 Ppp1ca Gng5
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	0.0286014667469533	0.0962830156856898	0.352487857583619	-0.181589029421135	-1.6373019085723	54	Ccl6 Ccl9 Anxa1 Plcb1 App Ltb4r1 Rgs1 Trio Rgs2 Ednrb Gnaq Hbegf Kras Pik3r1 Cysltr1 Lpar1 Mapk1 Daglb Dgkd Itpr1 Prkcd
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	0.416260162601626	0.564241405412845	0.0778840111977068	0.161922262179642	1.03933482919033	31	Gngt2 Gng12 Adora2a Arrb2 Gng5 Gnb1 Mc1r Prkar1a Pde10a Grk2 Pde11a
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	0.413357400722022	0.563029946791478	0.0838361057159929	0.225026670048243	1.02661784033939	15	Gngt2 Gng12 Gng5 Gnb1 Akt2 Akt1 Gng11
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	0.874785591766724	0.907127058773004	0.044774889329693	0.129361533224275	0.663970317350625	19	Gngt2 Gng12 Gng5 Gnb1 Akt2 Akt1 Gng11
REACTOME_G_PROTEIN_MEDIATED_EVENTS	0.353348729792148	0.513753470942928	0.107554375265169	-0.207489346191579	-1.07034536467153	18	Plcb1 Gnaq Pla2g4a Gnai3 Mapk1 Calm2 Prkcd Adcy7
REACTOME_HATS_ACETYLATE_HISTONES	0.08	0.19495652173913	0.252961123069611	-0.252715261760623	-1.45192508499056	23	Ncoa1 Ogt Hat1 Atf2 Brd1 Msl2 Kansl3 Kat6a Kat6b Kansl1 Msl1 Kansl2 Brpf1 Kat7 Ing4 Rbbp7 Mcrs1 Ncoa2 Phf20 Meaf6 Msl3
REACTOME_HDACS_DEACETYLATE_HISTONES	0.114139693356048	0.246523488676773	0.170932335370056	0.253009372229058	1.38800868351474	22	Mbd3 Hmg20b Chd4 Phf21a Rest Hdac1 Brms1 Sap30l Chd3 Mta1 Mta3 Rcor1 Rbbp7 Gatad2a Suds3 Kdm1a Gatad2b Mta2 Rbbp4
REACTOME_HDMS_DEMETHYLATE_HISTONES	0.0163623522135619	0.0674345471742752	0.352487857583619	-0.367111641434857	-1.79151619281643	16	Kdm6a Kdm7a Kdm4c Kdm5c Kdm3b Phf8 Jmjd6 Kdm2a Kdm3a Arid5b Kdm2b Kdm5a Kdm1a Kdm4b Kdm5b
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	0.402044293015332	0.554356276101092	0.0822054920415869	0.188762142396086	1.035548566665	22	Rfc2 Gm11808 Brca1 Pole4 Uba52 Rad50 Rfc4 Nbn Rfc3 Rpa1 Pole3 Rfc1 Rad51b Pold3 Ubb Pold4 Wrn
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	0.000368984276402649	0.00510656017095518	0.49849310876659	0.301153185763603	2.37148619228389	51	Psmb5 Psmc5 Psma6 Vcp Psmb6 Psmc1 Psmd7 Psmb3 Psmd10 Gm11808 Psmd4 Derl2 Psmc3 Uba52 Erlec1 Psmc4 Psmd6 Psma1 Psma7 Psmd2 Psmb10 Psmd13 Psmc2 Os9 Psmd12 Psme3 Psmb2 Psmb4 Psmd11 Psmd3 Psmd1 Psmf1 Psma2 Psmd9 Psmd5
REACTOME_HEDGEHOG_OFF_STATE	0.000713183431275311	0.00707949114264595	0.477270815362862	0.259918609829436	2.35892531496053	67	Tubb4b Tuba4a Psmb5 Rbx1 Psmc5 Psma6 Tuba1a Psmb6 Psmc1 Psmd7 Tulp3 Psmb3 Psmd10 Gm11808 Psmd4 Psmc3 Uba52 Psmc4 Prkar1a Psmd6 Psma1 Tubb3 Psma7 Tuba1b Ift57 Psmd2 Psmb10 Psmd13 Psmc2 Psmd12 Psme3 Psmb2 Kif3a Psmb4 Ift52 Psmd11 Prkar2b Psmd3 Psmd1 Psmf1 Psma2 Psmd9 Psmd5
REACTOME_HEDGEHOG_ON_STATE	0.00724020618734275	0.0377500983070289	0.407017918923954	0.221347441869318	1.85970878608636	58	Psmb5 Rbx1 Psmc5 Psma6 Arrb2 Psmb6 Psmc1 Psmd7 Psmb3 Psmd10 Gm11808 Psmd4 Psmc3 Uba52 Psmc4 Psmd6 Psma1 Psma7 Grk2 Psmd2 Psmb10 Psmd13 Psmc2 Psmd12 Psme3 Psmb2 Kif3a Psmb4 Psmd11 Psmd3 Psmd1 Psmf1 Psma2 Psmd9 Psmd5
REACTOME_HEMOSTASIS	0.0334190231362468	0.107036356959236	0.282013350011725	0.107296720593352	1.64834284077499	236	Gngt2 Tmsb4x Fcer1g Rac2 Lgals3bp Rhog Prkcb Tubb4b Aldoa Gng12 P2rx4 Tuba4a Ptpn6 Selenop Serpinb6a Flna Mif Calm3 Sdc1 Cd63 Vegfb Anxa5 H3f3a Ecm1 Tuba1a Gnai2 Arrb2 Hmg20b Prkg1 Pik3r3 Vav1 Stxbp2 Mertk Gng5 Sirpa Phf21a Hras Itpr2 Mgll Lhfpl2 Cbx5 Tex264 Itgal Itgb2 Pcdh7 Capzb Kifap3 Fgr Gnb1 Hdac1 Aamp Pdpn Dock5 Ptpn1 Ptk2 Actn1 Fam3c Sri Kif21a Wdr1
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	0.335154826958106	0.495585641187259	0.096240602328129	0.232083333484813	1.11666916281326	17	Naglu Gusb Sdc1 Xylt2 Hgsnat Glb1 Ext2 Ndst1
REACTOME_HOMOLOGY_DIRECTED_REPAIR	0.0200042267776423	0.0767970486908804	0.352487857583619	0.237928003177821	1.79098561427461	45	Sumo2 Ppp4r2 Babam1 Rfc2 Gm11808 Brca1 Pole4 Uba52 Herc2 Ercc1 Rad50 Rhno1 Xrcc1 Parp1 Cdk2 Rfc4 Nbn Rnf168 Rfc3 Brcc3 Abl1 Rpa1 Babam2 Pole3 Ube2v2 Uimc1 Ppp4c Pias4 Rfc1 Rad51b Topbp1 Pold3 Ubb Rnf8 Pold4 Parp2 Wrn
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION	0.0817051509769094	0.198249944253497	0.208955027549354	0.312335662519333	1.4825491744148	16	Hsp90ab1 Cryab Fkbp4 Hspa8 Hsbp1 Akt1s1
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND	0.00404408355256758	0.0246381394697188	0.407017918923954	0.307928289340824	2.11266084865406	37	Tubb4b Tuba4a Dnaja1 Hsp90ab1 Dynll2 Fkbp4 Tuba1a Dynll1 Hspa8 Dync1i2 Dctn2 Dctn1 Stip1 Capzb Dctn3 Tubb3 Tuba1b Dctn5 Dctn4 Hsp90aa1 Dnajb1 Dync1h1 Actr10
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	0.390300230946882	0.55034787281944	0.101350743797099	-0.201245831891398	-1.03813784793335	18	Tlr4 Traf6 Ubc Ube2d3 Ripk3 Ube2n Ripk1 Ube2d2a
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	0.0133012496826023	0.0591694479928459	0.380730400722792	0.271339362556295	1.79786959081349	33	C3 Ifitm2 H2-K1 Pilra H2-Q7 Siglece Slamf7 Hcst Icam1 Itgal Itgb2 Ifitm3
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING	0.841517857142857	0.885766683433937	0.0587185879555941	-0.149608524510305	-0.710601325484004	15	Syk Ubc Ube2d3 Socs3 Ube2d2a Lyn
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	0.0765027322404372	0.190576806314511	0.219250346703755	0.30755487626306	1.47980055714892	17	Anapc5 Anapc15 Anapc2 Ube2s Anapc11 Bub3 Anapc7 Ube2d1 Cdc16 Ube2c Anapc1 Anapc16 Ube2e1 Anapc10 Anapc4
REACTOME_INOSITOL_PHOSPHATE_METABOLISM	0.478802992518703	0.612714788371537	0.0937465422491719	-0.166208237695224	-0.976647325458774	24	Plcb1 Impa2 Inpp4a Calm2 Itpk1 Pten Inpp5d Minpp1 Inpp5a Ip6k1 Calm1 Ocrl Plcg2 Synj1 Nudt4
REACTOME_INSULIN_RECEPTOR_RECYCLING	9.50998339052103e-05	0.00193764759152777	0.538434096309916	0.486381250692328	2.59009232315345	21	Atp6v0b Atp6v1e1 Ctsd Atp6v0c Atp6v1g1 Atp6v1f Atp6v1d Atp6ap1 Atp6v0d1 Tcirg1 Ptpn1 Atp6v0e Atp6v0e2
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	0.34375	0.504376636125654	0.107140237276725	-0.229291716686675	-1.08907562809919	15	Pik3cb Gab1 Pik3r1 Mapk1 Irs2 Frs2 Sos1 Grb2 Pdpk1 Insr Pik3ca Shc1 Mapk3 Pik3r2 Akt2
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	0.250406504065041	0.409789330010088	0.107140237276725	0.183775316482637	1.17960362333608	31	Gngt2 Gng12 Marcks Gnai2 Taldo1 Gng5 Itpr2 Adipor1
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	0.737122557726465	0.806947643761101	0.0542315935495841	0.164507224025772	0.780858795301938	16	Itga9 Icam1 Itgal Itgb2
REACTOME_INTEGRIN_SIGNALING	0.46875	0.606686890512493	0.0886261133285098	-0.20641231904716	-0.980404478897431	15	Fn1 Rap1b Apbb1ip Syk Rap1a Sos1 Rapgef4 Tln1 Grb2 Pdpk1
REACTOME_INTERFERON_SIGNALING	0.00739724497503849	0.0382134175899454	0.407017918923954	-0.243684465857074	-1.94852027770493	43	Trim25 Isg15 Arih1 Camk2d Oasl1 Stat2 Kpna1 Pias1 Rnasel Ifnar1 Camk2g Ifngr1 Ptpn2 Prkcd Irf9 Eif2ak2 Socs3 Eif4a1 Ube2n Eif4a2
REACTOME_INTERLEUKIN_17_SIGNALING	0.0100881482420089	0.048122613528902	0.380730400722792	-0.236906792092991	-1.86693822582048	42	Fbxw11 Fos Ppp2ca Map3k8 Jun Traf6 Map2k4 Ubc Ripk2 Mapk1 Dusp6 Tnip2 Ube2n Map2k3 Cul1 Tab2 Mapk8 Atf1 Atf2 Irak2 Creb1 Ikbkb Nod1 Map3k7 Dusp3 Ubb Mapk9 Mapkapk3 Chuk Ppp2cb Irak1
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	0.144776119402985	0.287831529677194	0.139599673451922	0.130510414095602	1.33068186355826	91	Irak3 Il1b Il1rn Psmb5 Sqstm1 Rbx1 Psmc5 S100b Psma6 N4bp1 Ube2v1 Psmb6 Peli1 Psmc1 Psmd7 Psmb3 Nfkb2 Psmd10 Gm11808 Psmd4 Psmc3 Hmgb1 Uba52
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	0.690140845070423	0.774422309633577	0.0707899094502623	-0.143021570917286	-0.804587103110296	21	Pik3cb Syk Il15 Pik3r1 Stat3 Pik3cd Il21r Inpp5d Sos2 Sos1 Grb2 Stat5b Jak2 Pik3ca
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	0.779050736497545	0.837583659150817	0.047925896705813	0.121557660278983	0.756500843493966	29	Hck Ptpn6 Il2rg Pik3r3 Vav1 Gm11808
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	0.289972899728997	0.453360698181598	0.0875697115548511	0.0880530456055045	1.13344177381834	156	Rac2 Rhog Lamtor4 Lamtor2 Psmb5 Calm3 Mbd3 Psmc5 Psma6 Stub1 Lamtor5 Psmb6 Met Chd4 Psmc1 Pik3r3 Psmd7 Vav1 Akt1s1 Psmb3 Psmd10 Gm11808 Psmd4 Psmc3 Mecom Uba52 Phlpp1 Hdac1 Nr4a1 Psmc4 Nedd4 Prkce Prkar1a Psmd6 Psma1 Psma7 Grk2 Rragc Lamtor1 Akt2 Akt1 Trim27 Psmd2 Chd3 Maf1 Mta1 Psmb10 Pik3r2 Psmd13 Psmc2 Rnf2 Psmd12 Camkk2 Psme3 Psmb2 Psmb4 Pip5k1a Suz12 Psmd11 Prkar2b Irak4 Psmd3 Psmd1 Pip4k2a Pik3ap1 Mapk3 Mta3 Psmf1 Cbx4 Psma2 Ppp2r1a Psmd9 Psmd5
REACTOME_INTRAFLAGELLAR_TRANSPORT	0.000726573039027304	0.00707949114264595	0.477270815362862	0.423890184427975	2.3254603244896	22	Tubb4b Tuba4a Dynlrb1 Dynll2 Tuba1a Dynll1 Ift43 Kifap3 Ift27 Ift22 Tubb3 Tuba1b Ift57 Kif3a Ift52 Ift20 Kif3b
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	0.0353107344632768	0.111189138576779	0.287857117255149	0.142591894742284	1.65249467141826	119	Igf2r Tubb4b Vti1a Tuba4a Dynll2 Tuba1a Agpat3 Dynll1 Dync1i2 Use1 Dctn2 Dctn1 Copz1 Capzb Dctn3 Kifap3 Kdelr1 M6pr Rab1b Copb2 Kif21a Bicd2 Napg Scoc Tubb3 Tuba1b Cope Dctn5 Dctn4 Arf1 Galnt2 Surf4 Cyth2 Copz2 Klc4 Copg1 Kif16b Kif3a Dync1h1 Actr10 Rab18 Tmf1 Kif3b Cog4 Sys1 Cog8 Stx5a Vps52 Galnt1 Tmed9 Dctn6 Rabepk Klc1 Actr1a Vps53 Kif5b Arfgap2 Pafah1b2 Gcc2 Stx16 Kif13b Tuba1c Plin3 Arf3 Arfrp1 Cog2 Kif21b Copg2 Cog5 Napa Tgoln1 Bet1l Rab3gap1 Copb1 Arl1 Kif2a Tmed2 Gbf1 Trip11 Stx6 Cyth3 Tmed10 Dync1li1 Dync1li2 Arcn1 Pafah1b3 Copa
REACTOME_INTRA_GOLGI_TRAFFIC	0.373493975903614	0.535405047299171	0.106729884364606	-0.18530250424771	-1.05847828626887	22	Cyth1 Nsf Ric1 Cyth4 Gosr2 Gosr1 Ykt6 Cyth3 Stx6 Trip11 Bet1l Napa Cog5 Cog2 Stx16 Stx5a Cog8 Cog4
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	0.161687170474517	0.311428381618442	0.143758989039275	0.268750738303405	1.33296929562314	18	Nmt1 Dynll2 Dynll1 Apip Aven Ywhaq Ywhab Ywhag Mapk3 Ywhah Ywhae Ppp3r1 Xiap Apaf1
REACTOME_ION_CHANNEL_TRANSPORT	0.300623052959502	0.462909948307145	0.0934449219410994	0.123445982150186	1.14406075930099	70	Atp13a2 Atp6v0b Atp6v1e1 Atp6v0c Atp6v1g1 Atp6v1f Calm3 Atp6v1d Atp6ap1 Trpm1 Atp6v0d1 Gm11808 Ano6 Mcoln1 Uba52 Tcirg1 Atp6v0e Atp6v0e2 Sri
REACTOME_ION_HOMEOSTASIS	0.0143778257248461	0.0624710954943897	0.380730400722792	-0.348622016313189	-1.77892570583496	17	Atp2b1 Asph Camk2d Slc8a1 Atp1b3 Calm2 Camk2g Itpr1 Atp2b4
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	0.0408674813565441	0.123151738173887	0.321775918075361	-0.277956134736921	-1.63328315942715	24	Atp2b1 Camk2d Atp11b Atp9b Atp8b4 Atp7a Atp8a1 Atp1b3 Calm2 Camk2g Atp2b4
REACTOME_IRON_UPTAKE_AND_TRANSPORT	1.72989007407384e-05	0.000587638416071749	0.575610261071129	0.396848804214593	2.68250829903311	36	Lcn2 Atp6v0b Atp6v1e1 Atp6v0c Nedd8 Atp6v1g1 Atp6v1f Slc11a2 Atp6v1d Atp6ap1 Atp6v0d1 Gm11808 Tfrc Hmox2 Mcoln1 Uba52 Tcirg1 Atp6v0e Atp6v0e2
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	0.132450331125828	0.269957856712824	0.181383128498408	-0.263874768642844	-1.34648297323341	17	Traf6 Map2k4 Ubc Ripk2 Ube2n Tab2 Mapk8 Irak2 Nod1 Map3k7 Ubb Mapk9 Irak1
REACTOME_KEAP1_NFE2L2_PATHWAY	0.00279323294707581	0.0185278942820827	0.431707695803346	0.235226295581774	2.13482698971174	67	Nfe2l2 Prdx1 Psmb5 Sqstm1 Rbx1 Psmc5 Psma6 Vcp Psmb6 Psmc1 Psmd7 Psmb3 Psmd10 Gm11808 Psmd4 Psmc3 Uba52 Psmc4 Psmd6 Psma1 Psma7 Map1lc3b Akt2 Akt1 Psmd2 Psmb10 Psmd13 Psmc2 Srxn1 Psmd12 Psme3 Psmb2 Fbxl17 Psmb4 Psmd11 Psmd3 Psmd1 Psmf1 Psma2 Psmd9 Psmd5 Keap1 Ep300 Psma3 Psmb1 Psmc6 Psma4 Ubxn7
REACTOME_KINESINS	0.121527777777778	0.255722792005549	0.166933848713193	0.262917861519018	1.40009824344792	21	Tubb4b Tuba4a Tuba1a Kifap3 Kif21a Tubb3 Tuba1b Klc4 Kif16b Kif3a Kif3b Klc1 Kif5b Kif13b Tuba1c Kif21b Kif2a
REACTOME_L1CAM_INTERACTIONS	0.0111837374623775	0.0522373737305215	0.380730400722792	0.263118185587606	1.82424605360862	38	Itga9 Tubb4b Tuba4a Actb Sptan1 Tuba1a Ap2s1 Map2k2 Rdx Ap2a1 Sptbn1 Clta Tubb3 Tuba1b Itgav Msn Dpysl2
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	0.079734219269103	0.19495652173913	0.204294756516886	0.252282168727087	1.42596335198809	23	Ctsz Vamp8 Hspa8 Ap1s2 Ap1s1 M6pr Gns Ap1m1 Clta
REACTOME_MACROAUTOPHAGY	0.0992248062015504	0.223009131239183	0.175204047558551	0.155376488447639	1.40432940742545	66	Lamtor4 Lamtor2 Tubb4b Tuba4a Sqstm1 Gabarap Dynll2 Tuba1a Lamtor5 Dynll1 Ube2v1 Dync1i2 Chmp3 Atg5 Gm11808 Map1lc3a
REACTOME_MAJOR_PATHWAY_OF_RRNA_PROCESSING_IN_THE_NUCLEOLUS_AND_CYTOSOL	0.000235213807950531	0.00356317133395331	0.518848077743792	0.278743211609894	2.43578215501424	63	Gm2000 Rpp21 Exosc4 Gm11808 Rrp7a Imp3 Bms1 Uba52 Utp11 Nop14 Ftsj3 Snu13 Pdcd11 Exosc5 Utp14a Emg1 Las1l Mtrex Fcf1 Utp3 Nol11 Ddx47 Bud23 Pno1 Wdr12 Exosc9 Imp4 Pes1 Exosc7 Wdr18 C1d Bop1 Mphosph10 Rrp9 Utp4 Pelp1 Ddx21 Dcaf13 Wdr36 Nop56 Nip7 Ebna1bp2 Ncl Ddx49 Exosc1 Wdr43 Mphosph6 Exosc10 Fbl Tex10 Ubb Exosc8 Utp6 Gnl3
REACTOME_MAP2K_AND_MAPK_ACTIVATION	0.114355231143552	0.246523488676773	0.206587922696891	-0.232688707536053	-1.41701582334613	25	Fn1 Iqgap1 Rap1b Apbb1ip Vcl Braf Kras Arrb1 Rap1a Mapk1
REACTOME_MAPK6_MAPK4_SIGNALING	0.00318552776238183	0.0204055806950288	0.431707695803346	0.236636530546989	1.9881640883252	58	Psmb5 Psmc5 Psma6 Psmb6 Psmc1 Psmd7 Psmb3 Psmd10 Gm11808 Psmd4 Hspb1 Cdc42ep2 Psmc3 Cdc42ep5 Uba52 Psmc4 Psmd6 Psma1 Psma7 Psmd2 Psmb10 Psmd13 Psmc2 Psmd12 Psme3 Psmb2 Ccnd3 Psmb4 Dnajb1 Psmd11 Psmd3 Psmd1 Psmf1 Psma2 Psmd9 Psmd5
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	0.606267029972752	0.710905167991062	0.051011413203915	0.0699086147641406	0.879245807726459	148	Dusp2 Rapgef2 Lamtor2 Psmb5 Actb Il2rg Calm3 Rbx1 Sptan1 Psmc5 Psma6 Arrb2 Pebp1 Psmb6 Met Psmc1 Psmd7 Map2k2 Hras Psmb3 Psmd10 Gm11808 Psmd4 Hspb1 Cdc42ep2 Psmc3 Cdc42ep5 Uba52 Abhd17a Ptk2 Sptbn1 Psmc4
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	0.163972286374134	0.314748172988706	0.165656695205483	-0.251837295627204	-1.29911673526171	18	Fos Ppp2ca Jun Mapk1 Dusp6 Mapk8 Atf1 Atf2 Creb1 Dusp3 Mapk9 Ppp2cb Ppp2r1a Mapk3 Vrk3 Mapkapk2 Dusp4
